,pl_name,pl_radj,pl_bmassj,pl_bmassprov,pl_orbper,pl_orbeccen,pl_orbincl,pl_eqt,st_mass,st_met,st_age,sy_snum,sy_pnum
2839,Kepler-1722 b,,,,9.17856979,,,840.6499055,0.88,-0.2,1.4,1,1
2840,Kepler-1723 b,,,,39.75289917,,,617.4559857,0.96,-0.3,3.3,1,1
2841,Kepler-1724 b,,,,6.45442009,,,1095.505498,1.02,-0.22,0.3,1,1
2842,Kepler-1725 b,,,,16.71990013,,,844.8887516,1.05,0,0.89,1,1
2843,Kepler-1726 b,,,,18.39629936,,,655.6021444,0.88,0,10.9,1,1
2844,Kepler-1727 b,,,,9.02929974,,,835.1752136,0.82,-0.12,9.7,1,1
2845,Kepler-1728 b,,,,4.78299999,,,957.5585785,0.89,0.18,12.8,1,1
2846,Kepler-1729 b,,,,4.22097015,,,740.028154,0.54,-0.06,1.2,1,1
2847,Kepler-173 b,0.115,,,4.263742,,,1297.900023,0.9075,-0.436857143,3.64,1,2
2848,Kepler-173 c,0.217,,,8.005777,,,1050.498787,0.917777778,-0.37775,3.64,1,2
2849,Kepler-1730 b,,,,13.81019974,,,896.6087182,1.01,-0.04,7.4,1,1
2850,Kepler-1731 b,,,,21.76129913,,,532.595391,0.78,0,13.9,1,1
2851,Kepler-1732 b,,,,32.31240082,,,695.8537038,1.04,0.04,2,1,1
2852,Kepler-1733 b,,,,9.22957993,,,1076.39383,1.27,0.24,0.2,1,1
2853,Kepler-1734 b,,,,6.7968502,,,1090.969414,1.05,-0.1,0.3,1,1
2854,Kepler-1735 b,,,,7.71792984,,,554.3320211,0.54,-0.34,14,1,1
2855,Kepler-1736 b,,,,37.81029892,,,657.5476491,0.98,-0.28,1.7,1,1
2856,Kepler-1737 b,,,,64.61750031,,,410.8725243,0.83,0.3,13.7,1,1
2857,Kepler-1738 b,,,,7.67463016,,,1034.288863,1.08,-0.02,0.3,1,1
2858,Kepler-1739 b,,,,7.34370995,,,936.7321144,0.86,-0.5,0.4,1,1
2859,Kepler-174 b,0.175,,,13.98179,,,591.5377061,0.663333333,-0.515,2.45,1,3
2860,Kepler-174 c,0.133,,,44.000529,,,405.2353923,0.673,-0.506666667,2.45,1,3
2861,Kepler-174 d,0.195,,,247.35373,,,227.9049966,0.673,-0.506666667,2.45,1,3
2862,Kepler-1740 b,,,,8.17240047,,,971.620655,0.94,-0.06,,1,1
2863,Kepler-1741 b,,,,2.75759006,,,723.3937006,0.45,-0.22,13.4,1,1
2864,Kepler-1742 b,,,,49.47819901,,,502.4110795,0.94,-0.18,0.5,1,1
2865,Kepler-1743 b,,,,7.64971018,,,1332.911396,1.27,0.4,5.1,1,1
2866,Kepler-1744 b,,,,37.10110092,,,579.8626392,0.89,-0.5,,1,1
2867,Kepler-1745 b,,,,3.01619005,,,1480.808286,0.99,0.16,2.1,1,1
2868,Kepler-1746 b,,,,321.2120056,,,320.4101138,1.09,0.06,,1,1
2869,Kepler-1747 b,,,,6.23031998,,,948.4397676,0.98,0.21,0.7,1,1
2870,Kepler-1748 b,,,,5.82352018,,,1007.387333,0.92,-0.22,,1,1
2871,Kepler-1749 b,,,,14.53409958,,,482.022786,0.55,-0.16,13.9,1,1
2872,Kepler-175 b,0.228,,,11.903515,,,932.1600023,1.06,0.004,1.895,1,2
2873,Kepler-175 c,0.277,,,34.035257,,,656.7587391,1.06,0.004,1.895,1,2
2874,Kepler-1750 b,,,,205.9120026,,,328.5448341,0.98,0.14,0.5,1,1
2875,Kepler-1751 b,,,,7.01731014,,,1080.194798,0.97,-0.26,1.9,1,1
2876,Kepler-1752 b,,,,56.35850143,,,450.2979056,0.82,-0.2,7.2,1,1
2877,Kepler-1753 b,,,,16.00460052,,,623.5363392,0.86,0,6.2,1,1
2878,Kepler-1754 b,,,,8.19594955,,,733.7052727,0.73,0.08,,1,1
2879,Kepler-1755 b,,,,24.81209946,,,721.0145211,1,-0.26,0.3,1,1
2880,Kepler-1756 b,,,,2.35575008,,,1173.188265,0.78,0.16,13.7,1,1
2881,Kepler-1757 b,,,,19.65640068,,,603.1034587,0.83,-0.24,0.7,1,1
2882,Kepler-1758 b,,,,9.97721004,,,998.6859337,1.03,0.16,0.4,1,1
2883,Kepler-1759 b,,,,3.7202301,,,1025.327936,0.76,-0.02,13.8,1,1
2884,Kepler-176 b,0.128,,,5.433074,,,954.2526792,0.826666667,0.08,9.19,1,4
2885,Kepler-176 c,0.232,0.072,Mass,12.759712,,,721.7561561,0.825555556,0.08,9.19,1,4
2886,Kepler-176 d,0.224,0.048,Mass,25.751974,,,571.1286489,0.825555556,0.08,9.19,1,4
2887,Kepler-176 e,0.129,,,51.16579,,,446.0911644,0.87,0.03,4.68,1,4
2888,Kepler-1760 b,,,,38.3260994,,,523.2745092,0.82,0.08,0.6,1,1
2889,Kepler-1761 b,,,,4.04354,,,653.6051057,0.57,0.07,13.9,1,1
2890,Kepler-1762 b,,,,29.53910065,,,777.5063393,1.3,0.07,0.28,1,1
2891,Kepler-1763 b,,,,1.48028004,,,1997.130092,1.03,0.02,5.4,1,1
2892,Kepler-1764 b,,,,70.46829987,,,570.5296992,1.16,-0.14,0.24,1,1
2893,Kepler-1765 b,,,,10.41889954,,,910.0412673,0.95,0.04,11.9,1,1
2894,Kepler-1766 b,,,,105.0149994,,,453.3385397,0.92,-0.22,7.3,1,1
2895,Kepler-1767 b,,,,59.65829849,,,408.3802516,0.89,0.14,0.6,1,1
2896,Kepler-1768 b,,,,15.13589954,,,959.0626366,1.24,0.14,,1,1
2897,Kepler-1769 b,,,,89.1934967,,,512.8694374,1.06,-0.06,2.67,1,1
2898,Kepler-177 b,0.312,0.01837,Mass,36.8601,,,669.7126304,0.92,-0.11,3.085,1,2
2899,Kepler-177 c,0.779,0.04625,Mass,49.40926,,88.795,607.3949956,0.92,-0.11,3.085,1,2
2900,Kepler-1770 b,,,,16.84189987,,,743.6526144,0.94,0.1,12.3,1,1
2901,Kepler-1771 b,,,,88.64399719,,,427.6977612,0.94,0,0.8,1,1
2902,Kepler-1772 b,,,,3.21509004,,,1778.29399,0.94,0.12,5.1,1,1
2903,Kepler-1773 b,,,,40.80970001,,,671.0263199,1.24,0.26,2.91,1,1
2904,Kepler-1774 b,,,,59.77080154,,,566.2881269,1.1,-0.02,2.5,1,1
2905,Kepler-1775 b,,,,85.65399933,,,505.2989683,1.15,0.24,0.4,1,1
2906,Kepler-1776 b,,,,35.01190186,,,668.6253014,1.04,0.1,0.6,1,1
2907,Kepler-1777 b,,,,12.18420029,,,1088.364769,0.98,0.06,3.1,1,1
2908,Kepler-1778 b,,,,10.08740044,,,1017.567647,1.14,-0.06,0.3,1,1
2909,Kepler-1779 b,,,,16.34359932,,,737.2079127,1.01,0.16,0.6,1,1
2910,Kepler-178 b,0.259,,,9.576694,,,906.7494876,0.902222222,-0.056,7.99,1,3
2911,Kepler-178 c,0.257,,,20.552802,,,702.9679253,0.902222222,-0.056,7.99,1,3
2912,Kepler-178 d,0.352,,,96.678988,,,422.8180846,0.8975,-0.056,7.99,1,3
2913,Kepler-1780 b,,,,109.4449997,,,366.604545,0.87,0,0.6,1,1
2914,Kepler-1781 b,,,,4.88752985,,,1037.244854,1.05,0.44,0.9,1,1
2915,Kepler-1782 b,,,,5.75622988,,,866.1284926,0.79,0,14,1,1
2916,Kepler-1783 b,,,,8.27744007,,,1100.068966,0.89,-0.16,13.9,1,1
2917,Kepler-1784 b,,,,13.59049988,,,784.5758756,0.89,0.1,13.8,1,1
2918,Kepler-1785 b,,,,19.58550072,,,740.2717468,0.91,0,0.3,1,1
2919,Kepler-1786 b,,,,78.5460968,,,500.7866942,1.06,0.14,0.5,1,1
2920,Kepler-1787 b,,,,39.31370163,,,582.6168871,1.01,-0.22,0.3,1,1
2921,Kepler-1788 b,,,,2.80012011,,,1043.519349,0.69,-0.2,13.8,1,1
2922,Kepler-1789 b,,,,80.23190308,,,423.2346594,0.92,0.12,4.5,1,1
2923,Kepler-179 b,0.146,,,2.735926,,,1200.894489,0.87,-0.033875,2.435,1,2
2924,Kepler-179 c,0.178,,,6.40013,,,904.6419068,0.87,-0.033875,2.435,1,2
2925,Kepler-1790 b,,,,31.58889961,,,718.1995884,1.02,0,0.5,1,1
2926,Kepler-1791 b,,,,7.72086,,,1164.539685,0.98,-0.06,3.73,1,1
2927,Kepler-1792 b,,,,4.1957798,,,1095.749688,0.88,0.32,,1,1
2928,Kepler-1793 b,,,,8.77999973,,,798.636129,0.85,-0.06,3.6,1,1
2929,Kepler-1794 b,,,,9.76298046,,,743.4435174,0.77,0.02,14,1,1
2930,Kepler-1795 b,,,,13.36019993,,,560.8148615,0.77,0.28,5.8,1,1
2931,Kepler-1796 b,,,,29.4557991,,,662.2424268,1.02,-0.16,0.4,1,1
2932,Kepler-1797 b,,,,23.3593998,,,741.6506928,1.07,-0.2,0.4,1,1
2933,Kepler-1798 b,,,,16.85589981,,,453.3465683,0.59,0.06,13.9,1,1
2934,Kepler-1799 b,,,,11.9296999,,,896.4288469,1.02,0,0.5,1,1
2935,Kepler-18 b,0.178,0.022,Mass,3.504725,,84.92,1233.250403,0.97,0.19,10,1,3
2936,Kepler-18 c,0.49,0.054,Mass,7.64159,,87.68,955.6660888,0.97,0.19,10,1,3
2937,Kepler-18 d,0.623,0.052,Mass,14.85888,,88.07,765.6648816,0.97,0.19,10,1,3
2938,Kepler-180 b,0.134,,,13.817124,,,826.9398866,0.91,-0.154,7.135,1,2
2939,Kepler-180 c,0.269,,,41.885775,,,568.029916,0.914444444,-0.154,7.135,1,2
2940,Kepler-1800 b,,,,4.56202984,,,1391.613959,1.33,0.08,14,1,1
2941,Kepler-1801 b,,,,10.44089985,,,879.4902152,0.94,-0.06,8.1,1,1
2942,Kepler-1802 b,,,,15.45020008,,,490.420378,0.65,0,13.9,1,2
2943,Kepler-1802 c,,,,33.13610077,,,380.2881064,0.65,0,13.9,1,2
2944,Kepler-1804 b,,,,12.28849983,,,925.3712629,0.93,0.1,14,1,1
2945,Kepler-1805 b,,,,8.84794045,,,503.9855713,0.58,0.1,13.8,1,1
2946,Kepler-1806 b,,,,9.03332043,,,784.2043743,0.88,-0.04,0.6,1,1
2947,Kepler-1807 b,,,,10.86060047,,,1230.03138,1.09,-0.36,2.95,1,1
2948,Kepler-1808 b,,,,23.3404007,,,672.831206,0.77,-0.34,12.1,1,1
2949,Kepler-1809 b,,,,3.7572999,,,976.4602724,0.81,0.04,7,1,1
2950,Kepler-181 b,0.113,,,3.137873,,,1128.981083,0.85,-0.059428571,2.535,1,2
2951,Kepler-181 c,0.178,,,4.302149,,,1015.269817,0.852222222,-0.054875,2.535,1,2
2952,Kepler-1810 b,,,,101.1330032,,,411.8730608,0.92,0.16,4.5,1,1
2953,Kepler-1811 b,,,,76.42230225,,,500.7051945,0.95,0.16,0.4,1,1
2954,Kepler-1812 b,,,,7.16521978,,,1125.891753,1.16,0.1,1,1,1
2955,Kepler-1813 b,,,,2.81816006,,,1159.221608,0.81,-0.04,2.3,1,1
2956,Kepler-1814 b,,,,2.93535996,,,1106.093616,0.79,0.2,,1,1
2957,Kepler-1815 b,,,,12.19139957,,,841.1700026,0.86,-0.06,13.5,1,1
2958,Kepler-1816 b,,,,91.50099945,,,341.4896326,0.79,-0.24,0.7,1,1
2959,Kepler-1817 b,,,,44.29919815,,,479.8071657,0.88,0.16,0.4,1,1
2960,Kepler-1818 b,,,,4.64490986,,,1331.064847,1.02,-0.08,5.4,1,1
2961,Kepler-1819 b,,,,16.48690033,,,812.2755575,1.17,0.21,0.4,1,1
2962,Kepler-182 b,0.23,,,9.825792,,,1067.448208,1.138888889,0.09825,1.795,1,2
2963,Kepler-182 c,0.306,,,20.684342,,,832.8921423,1.138888889,0.09825,1.795,1,2
2964,Kepler-1820 b,,,,31.03249931,,,610.9919865,1.05,0.07,0.4,1,1
2965,Kepler-1821 b,,,,16.45809937,,,731.8139412,0.95,0.14,0.4,1,1
2966,Kepler-1822 b,,,,22.13339996,,,571.6346461,0.78,-0.32,0.8,1,1
2967,Kepler-1823 b,,,,21.10339928,,,850.4428002,1.07,0.06,1.88,1,1
2968,Kepler-1824 b,,,,95.61100006,,,474.6203903,1.14,0.2,0.33,1,1
2969,Kepler-1825 b,,,,1.02586997,,,1582.22928,0.83,0.14,14,1,1
2970,Kepler-1826 b,,,,1.61536002,,,918.3892481,0.49,-0.28,13.8,1,1
2971,Kepler-1827 b,,,,3.70061994,,,1548.496898,0.92,0.08,13.2,1,1
2972,Kepler-1828 b,,,,10.2737999,,,851.9564162,1,-0.04,0.4,1,1
2973,Kepler-1829 b,,,,5.18671989,,,935.6546695,0.87,0,4.4,1,1
2974,Kepler-183 b,0.184,,,5.687945,,,1115.326489,1.012,0.065375,2.335,1,2
2975,Kepler-183 c,0.203,0.112,Mass,11.637071,,,878.5623434,1.012,0.065375,2.335,1,2
2976,Kepler-1830 b,,,,56.49330139,,,649.2945121,1.44,0.24,0.32,1,1
2977,Kepler-1831 b,,,,5.78387022,,,1126.809618,1.12,0.07,0.3,1,1
2978,Kepler-1832 b,,,,3.13878989,,,1145.177708,0.68,-0.54,14,1,1
2979,Kepler-1833 b,,,,6.8921299,,,1248.658362,1.29,0.38,2.57,1,1
2980,Kepler-1834 b,,,,4.60301018,,,899.6071739,0.77,0.16,12.2,1,1
2981,Kepler-1835 b,,,,11.96409988,,,892.7237287,0.92,-0.26,4.8,1,1
2982,Kepler-1836 b,,,,5.25416994,,,1175.076341,1.05,-0.14,,1,1
2983,Kepler-1837 b,,,,5.90608978,,,1094.04807,1.05,-0.02,0.5,1,1
2984,Kepler-1838 b,,,,12.14680004,,,1091.131027,1.19,0.04,6.2,1,1
2985,Kepler-1839 b,,,,5.05675983,,,1167.081764,1.03,-0.04,0.4,1,1
2986,Kepler-184 b,0.211,,,10.687576,,,839.1228352,0.915,-0.24225,3.085,1,3
2987,Kepler-184 c,0.176,0.028,Mass,20.303005,,,677.5351609,0.915,-0.24225,3.085,1,3
2988,Kepler-184 d,0.222,,,29.022358,,,601.4613344,0.915,-0.24225,3.085,1,3
2989,Kepler-1840 b,,,,131.1900024,,,285.671802,0.77,0.14,14,1,1
2990,Kepler-1841 b,,,,25.88599968,,,613.1711025,0.82,0.12,11.6,1,1
2991,Kepler-1842 b,,,,14.02639961,,,871.5301371,1.06,0.06,7,1,1
2992,Kepler-1843 b,,,,25.54339981,,,863.0560467,1.02,0.02,10.8,1,1
2993,Kepler-1844 b,,,,3.92451,,,1194.254312,0.94,-0.18,,1,1
2994,Kepler-1845 b,,,,11.60649967,,,660.6196641,0.69,-0.14,1,1,1
2995,Kepler-1846 b,,,,14.82009983,,,681.9499762,0.79,0.08,14,1,1
2996,Kepler-1847 b,,,,11.12969971,,,924.3678828,1.04,-0.18,0.4,1,1
2997,Kepler-1848 b,,,,5.60402012,,,1057.358286,0.76,0,13.8,1,1
2998,Kepler-1849 b,,,,57.29290009,,,382.7526739,0.71,-0.1,13.5,1,1
2999,Kepler-185 b,0.104,,,1.6329,,,1364.392211,0.81625,-0.012,8.4,1,2
3000,Kepler-185 c,0.18,,,20.729042,,,582.0443301,0.82,-0.012,8.4,1,2
3001,Kepler-1850 b,,,,1.3858,,,1112.946707,0.61,-0.22,13.8,1,1
3002,Kepler-1851 b,,,,12.02289963,,,868.4945579,0.97,-0.28,0.3,1,1
3003,Kepler-1852 b,,,,7.97094011,,,817.4522602,0.93,0.24,8.6,1,1
3004,Kepler-1853 b,,,,48.88819885,,,415.2714625,0.77,0.16,14,1,1
3005,Kepler-1854 b,,,,39.83110046,,,445.1454735,0.8,0,0.7,1,1
3006,Kepler-1855 b,,,,0.72733098,,,958.2554117,0.39,0.07,13.8,1,1
3007,Kepler-1856 b,,,,1.30200005,,,1433.467011,0.78,0.14,10.9,1,1
3008,Kepler-1857 b,,,,8.94340992,,,1052.391665,0.87,-0.54,3.5,1,1
3009,Kepler-1858 b,,,,88.07160187,,,356.2787213,0.79,0.16,0.7,1,1
3010,Kepler-1859 b,,,,2.72959995,,,1567.196163,1.09,0.16,2.5,1,1
3011,Kepler-186 b,0.095,,,3.8867907,,,673.1554565,0.48,-0.28,8.895,1,5
3012,Kepler-186 c,0.112,,,7.267302,,,546.4134144,0.48,-0.28,8.895,1,5
3013,Kepler-186 d,0.125,,,13.342996,,,446.2326088,0.48,-0.28,8.895,1,5
3014,Kepler-186 e,0.113,,,22.407704,,,376.94581,0.48,-0.28,8.895,1,5
3015,Kepler-186 f,0.104,,,129.9441,,89.96,203.7473642,0.54,-0.26,4,1,5
3016,Kepler-1860 b,,,,12.73719978,,,781.3733908,0.87,0,0.4,1,1
3017,Kepler-1861 b,,,,40.0306015,,,667.3999847,1.16,0.26,2.8,1,1
3018,Kepler-1862 b,,,,16.05730057,,,708.8730348,0.9,-0.24,0.4,1,1
3019,Kepler-1863 b,,,,44.99760056,,,631.9530174,1.1,0.21,4.7,1,1
3020,Kepler-1864 b,,,,3.88151002,,,1458.025675,1.03,0.06,,1,1
3021,Kepler-1865 b,,,,2.52400994,,,1302.363456,0.85,-0.06,11.6,1,1
3022,Kepler-1866 b,,,,11.66009998,,,921.0627322,1.03,0.16,0.3,1,1
3023,Kepler-1867 b,,,,9.88735962,,,879.2888245,0.91,-0.24,0.5,1,1
3024,Kepler-1868 b,,,,211.0339966,,,233.7658533,0.74,0,14,1,1
3025,Kepler-1869 b,,,,8.16736031,,,1206.250978,0.99,-0.06,6.3,1,1
3026,Kepler-187 b,0.126,,,4.938864,,,1387.041023,1.01375,-0.22,5.16,1,2
3027,Kepler-187 c,0.238,,,10.640263,,,1083.876324,1.025555556,-0.22,5.16,1,2
3028,Kepler-1870 b,,,,3.60694003,,,1207.594602,0.95,0.07,13.4,1,1
3029,Kepler-1871 b,,,,1.95270002,,,1539.074871,1.02,0.12,5.7,1,1
3030,Kepler-1872 b,,,,3.82591009,,,1078.63673,0.91,0.32,,1,1
3031,Kepler-1873 b,,,,0.558842,,,1931.330652,0.9,0.21,1,1,1
3032,Kepler-1874 b,,,,56.57320023,,,356.5145947,0.76,0.24,13.8,1,1
3033,Kepler-1875 b,,,,34.45859909,,,662.8397738,0.95,-0.5,0.3,1,1
3034,Kepler-1876 b,,,,6.99202013,,,1475.652385,1.08,-0.06,4.5,1,1
3035,Kepler-1877 b,,,,2.37756991,,,1356.587458,1.02,0.24,0.4,1,1
3036,Kepler-1878 b,,,,4.44587994,,,1173.838049,0.96,-0.26,,1,1
3037,Kepler-1879 b,,,,10.61340046,,,1049.721069,1.02,0,4.3,1,1
3038,Kepler-188 b,0.15,,,2.061897,,,1646.912139,0.995,-0.056,5.085,1,2
3039,Kepler-188 c,0.285,,,5.996553,,,1150.203436,0.997777778,-0.056,5.085,1,2
3040,Kepler-1880 b,,,,6.30921984,,,690.3848105,0.52,-0.92,13.6,1,1
3041,Kepler-1881 b,,,,159.3939972,,,317.4530194,0.81,0.12,0.9,1,1
3042,Kepler-1882 b,,,,13.78730011,,,1055.944091,1.07,0.26,7.8,1,1
3043,Kepler-1883 b,,,,103.427002,,,435.3201064,1.09,-0.12,,1,1
3044,Kepler-1884 b,,,,8.98832035,,,976.4097219,0.99,-0.2,0.3,1,1
3045,Kepler-1885 b,,,,2.52255988,,,1310.638317,0.98,0.07,0.9,1,1
3046,Kepler-1886 b,,,,24.2758007,,,622.0741238,0.93,-0.2,,1,1
3047,Kepler-1887 b,,,,19.94750023,,,674.9752951,0.96,-0.1,0.5,1,1
3048,Kepler-1888 b,,,,11.39169979,,,1082.9494,0.9,0,11.3,1,1
3049,Kepler-1889 b,,,,37.30369949,,,578.9960188,0.86,-0.28,,1,1
3050,Kepler-189 b,0.108,,,10.399931,,,733.7733652,0.833333333,-0.056,2.915,1,2
3051,Kepler-189 c,0.212,0.071,Mass,20.134866,,,587.8685908,0.835,-0.056,2.915,1,2
3052,Kepler-1890 b,,,,4.82059002,,,1474.926011,1.02,-0.16,2.65,1,1
3053,Kepler-1891 b,,,,4.02229023,,,1111.600408,0.87,-0.14,3.7,1,1
3054,Kepler-1892 b,,,,6.33123016,,,902.0832552,0.85,-0.22,0.5,1,1
3055,Kepler-1893 b,,,,4.17936993,,,1302.294176,0.97,0.16,13.9,1,1
3056,Kepler-1894 b,,,,2.76266003,,,1321.10865,1,0,0.5,1,1
3057,Kepler-1895 b,,,,6.07029009,,,873.6198253,0.86,0.1,1.2,1,1
3058,Kepler-1896 b,,,,44.87020111,,,584.730001,1.07,-0.1,,1,1
3059,Kepler-1897 b,,,,24.22030067,,,553.4726454,0.86,0.02,4.2,1,1
3060,Kepler-1898 b,,,,4.76562023,,,1204.630964,0.84,-0.28,,1,1
3061,Kepler-1899 b,,,,4.0957799,,,914.6594806,0.76,0.07,13.9,1,1
3062,Kepler-19 b,0.199333333,0.02643,Mass,9.28716,0.12,89.94,846.4434861,0.94,-0.08,1.9,1,3
3063,Kepler-19 c,,0.04122,Mass,28.731,0.21,,582.7257598,0.94,-0.08,1.9,1,3
3064,Kepler-19 d,,0.07079,Mass,62.95,0.05,,450.0902177,0.94,-0.08,1.9,1,3
3065,Kepler-190 b,0.139,,,2.019999,,,1274.777229,0.848888889,0.012,4.26,1,2
3066,Kepler-190 c,0.13,,,3.763024,,,1036.030051,0.848888889,0.012,4.26,1,2
3067,Kepler-1900 b,,,,2.9862299,,,1487.211005,1.1,-0.04,0.4,1,1
3068,Kepler-1901 b,,,,3.48412991,,,1304.653146,1.02,0.14,0.7,1,1
3069,Kepler-1902 b,,,,3.82222009,,,706.0840078,0.52,0.06,,1,1
3070,Kepler-1903 b,,,,17.0678997,,,861.9240049,1.05,-0.34,0.23,1,1
3071,Kepler-1904 b,,,,4.57702017,,,629.462033,0.53,-0.1,1.2,1,1
3072,Kepler-1905 b,,,,3.42392993,,,1302.204854,1.04,0.16,0.3,1,1
3073,Kepler-1906 b,,,,7.36268997,,,1013.408508,0.99,-0.12,0.5,1,1
3074,Kepler-1907 b,,,,5.65245008,,,918.0587733,0.75,-0.16,14,1,2
3075,Kepler-1907 c,,,,14.86390018,,,665.1278564,0.75,-0.16,14,1,2
3076,Kepler-1909 b,,,,2.39160991,,,1139.654741,0.66,-0.42,13.9,1,1
3077,Kepler-191 b,0.12,,,9.939632,,,761.3290782,0.858888889,0.06,2.9,1,3
3078,Kepler-191 c,0.166,,,17.738506,,,627.6586326,0.858888889,0.06,2.9,1,3
3079,Kepler-191 d,0.203,,,5.94504102,,,905.5544904,0.84,-0.05,4.9,1,3
3080,Kepler-1910 b,,,,5.68876982,,,694.3696688,0.64,-0.02,13.9,1,1
3081,Kepler-1911 b,,,,5.9907999,,,1313.616288,0.95,0,,1,1
3082,Kepler-1912 b,,,,6.05921984,,,1194.587561,0.98,0.04,,1,1
3083,Kepler-1913 b,,,,14.1960001,,,881.3633236,1.17,0.07,,1,1
3084,Kepler-1914 b,,,,30.82789993,,,646.0031669,1.05,-0.04,,1,1
3085,Kepler-1915 b,,,,13.83539963,,,880.9090119,1.03,-0.06,,1,1
3086,Kepler-1916 b,,,,31.25429916,,,701.2180034,1.18,0.07,,1,1
3087,Kepler-1917 b,,,,12.90240002,,,739.8898066,0.88,-0.22,,1,1
3088,Kepler-1918 b,,,,47.0564003,,,519.422309,0.97,-0.16,,1,1
3089,Kepler-1919 b,,,,37.88660049,,,522.7802938,0.87,-0.16,,1,1
3090,Kepler-192 b,0.244,,,9.926746,,,858.4407007,0.927777778,0.127625,3.63,1,3
3091,Kepler-192 c,0.249,,,21.2234,,,666.3580016,0.927777778,0.127625,3.63,1,3
3092,Kepler-192 d,0.091,,,6.47027579,,,979.175904,0.94,0.13,6.76,1,3
3093,Kepler-1920 b,,,,30.2541008,,,703.6259318,1.24,0.21,,1,1
3094,Kepler-1921 b,,,,20.03479958,,,1076.611188,1.25,0.02,,1,1
3095,Kepler-1922 b,,,,13.22259998,,,831.5601121,0.95,-0.28,,1,1
3096,Kepler-1923 b,,,,52.60969925,,,518.7919665,1.11,0.16,,1,1
3097,Kepler-1924 b,,,,15.33170033,,,865.4252781,1.02,0.16,,1,1
3098,Kepler-1925 b,,,,46.71640015,,,597.9640938,1.06,0.16,,1,1
3099,Kepler-1926 b,,,,42.87770081,,,468.4444048,0.77,-0.16,,1,1
3100,Kepler-1927 b,,,,73.75039673,,,623.8000376,1.41,0.14,,1,1
3101,Kepler-1928 b,0.178,,,19.57783,0.43,88.92,732.7575298,1.01,0.12,0.105,1,1
3102,Kepler-1929 b,,,,59.36249924,,,844.7656478,1.01,-0.02,,1,1
3103,Kepler-193 b,0.213,,,11.38848,,,979.4569185,1.151111111,0.076,1.59,1,2
3104,Kepler-193 c,0.245,,,50.697494,,,595.4040191,1.151111111,0.076,1.59,1,2
3105,Kepler-1930 b,,,,13.02680016,,,694.0926336,0.84,0.22,,1,1
3106,Kepler-1931 b,,,,38.5760994,,,735.2338367,1.17,0.12,,1,1
3107,Kepler-1932 b,,,,0.52417702,,,2159.303785,0.91,0.14,,1,1
3108,Kepler-1933 b,,,,4.94329023,,,1361.82343,0.96,0.1,,1,1
3109,Kepler-1934 b,,,,1.41975999,,,1910.842005,0.97,-0.14,,1,1
3110,Kepler-1935 b,,,,3.95140004,,,1228.072476,0.84,-0.18,,1,1
3111,Kepler-1936 b,,,,126.5569992,,,548.9065837,1.42,0.1,,1,1
3112,Kepler-1937 b,,,,9.68859959,,,1088.406916,1.19,-0.06,,1,1
3113,Kepler-1938 b,,,,13.06260014,,,591.0583541,0.65,-0.22,,1,1
3114,Kepler-1939 b,,,,2.7906599,,,905.6238484,0.65,-0.18,,1,1
3115,Kepler-194 b,0.135,,,2.092281,,,1651.856331,1.00625,-0.134,3.025,1,3
3116,Kepler-194 c,0.231,,,17.308032,,,814.0378802,1.007777778,-0.134,3.025,1,3
3117,Kepler-194 d,0.214,,,52.814973,,,561.2307918,1.007777778,-0.134,3.025,1,3
3118,Kepler-1940 b,,,,4.95061016,,,969.3552343,0.8,-0.44,,1,1
3119,Kepler-1941 b,,,,31.33510017,,,750.2518799,1.18,-0.06,,1,1
3120,Kepler-1942 b,,,,4.62604999,,,1120.814203,0.85,-0.5,,1,1
3121,Kepler-1943 b,,,,4.85018015,,,1261.41892,1.05,-0.06,,1,1
3122,Kepler-1944 b,,,,9.84257984,,,876.8928353,1.06,0.48,,1,1
3123,Kepler-1945 b,,,,6.08003998,,,880.5668085,0.77,0.04,,1,1
3124,Kepler-1946 b,,,,3.0351901,,,1237.865518,0.89,-0.04,,1,1
3125,Kepler-1947 b,,,,6.9636302,,,1374.639559,0.98,-0.44,,1,1
3126,Kepler-1948 b,,,,15.57129955,,,447.0466385,0.58,0.12,,1,1
3127,Kepler-1949 b,,,,2.20828009,,,1802.404278,1.19,0.14,,1,1
3128,Kepler-195 b,0.181,,,8.307872,,,816.7910715,0.87125,-0.058,2.8,1,2
3129,Kepler-195 c,0.138,,,34.096863,,,509.8147819,0.873333333,-0.058,2.8,1,2
3130,Kepler-1950 b,,,,10.77690029,,,822.4951667,0.76,-0.34,,1,1
3131,Kepler-1951 b,,,,20.65780067,,,771.6348328,0.92,0.14,,1,1
3132,Kepler-1952 b,,,,27.21080017,,,788.9130225,0.92,-0.34,,1,1
3133,Kepler-1953 b,,,,6.24565983,,,797.8279053,0.79,-0.02,,1,1
3134,Kepler-1954 b,,,,5.88343,,,1055.905129,0.94,-0.24,,1,1
3135,Kepler-1955 b,,,,14.26519966,,,923.0351946,1.05,0.14,,1,1
3136,Kepler-1956 b,,,,5.94371986,,,721.0334355,0.67,0.04,,1,1
3137,Kepler-1957 b,,,,2.18662,,,1191.034104,0.74,0,,1,1
3138,Kepler-1958 b,,,,9.32861996,,,889.0331578,0.96,-0.1,,1,1
